,bedrooms,bathrooms,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,price,renovated,basement,decade
11483,2,1.5,3.0,0,0,3,7,98115,47.6774,-122.325,1138,1156,455000,True,False,00s
11484,3,1.0,1.0,0,0,4,7,98125,47.7105,-122.306,1450,7500,458000,True,True,<40s
11485,3,2.25,1.0,0,0,4,7,98005,47.6028,-122.172,1710,7416,580000,True,True,70s
11486,5,4.5,2.0,0,0,3,10,98074,47.5915,-122.058,3390,7713,966000,True,False,00s
11487,4,1.75,1.0,0,0,3,7,98168,47.5059,-122.303,2240,8379,240000,True,True,50s
11488,1,1.0,1.0,0,0,4,4,98136,47.5375,-122.391,1460,4975,229050,True,False,40s
11489,3,2.25,3.0,0,0,3,7,98125,47.7227,-122.296,1390,1628,328500,False,False,00s
11490,3,1.5,1.0,0,0,4,7,98168,47.4738,-122.266,1900,10100,319000,True,True,60s
11491,4,2.0,1.5,0,1,3,7,98115,47.6815,-122.269,2060,5000,650000,True,True,40s
11492,3,2.5,2.0,0,0,3,8,98177,47.7753,-122.375,1630,3451,398500,False,False,90s
11493,1,1.0,1.0,0,0,2,6,98168,47.4916,-122.308,1270,8666,250000,True,True,<40s
11494,3,2.0,1.0,0,0,4,9,98040,47.5434,-122.229,2880,12439,815000,True,False,60s
11495,3,2.75,2.0,0,0,4,9,98033,47.6811,-122.207,2290,5100,1070000,False,True,90s
11496,3,2.25,2.0,0,0,3,7,98014,47.6367,-121.948,2430,219542,510000,True,True,80s
11497,2,1.75,1.0,0,0,2,5,98118,47.545,-122.278,1360,7112,156000,True,False,40s
11498,4,2.75,2.0,0,0,3,8,98092,47.258,-122.208,2420,7911,254500,True,True,90s
11499,3,2.5,1.0,0,2,3,9,98177,47.759,-122.371,2930,15050,760000,True,True,50s
11500,3,2.5,2.0,0,0,3,7,98030,47.3658,-122.172,1680,7414,210000,True,False,90s
11501,3,2.5,2.0,0,0,3,7,98198,47.384,-122.322,1990,7628,349950,True,False,90s
11502,3,2.0,2.5,0,0,4,7,98199,47.6462,-122.403,1210,6784,676000,True,False,40s
11503,4,3.5,2.0,0,0,3,8,98108,47.555,-122.309,2390,4600,475000,True,True,00s
11504,4,2.75,1.5,0,0,4,9,98105,47.6713,-122.276,2310,5795,880000,True,True,<40s
11505,4,3.25,2.0,0,0,3,11,98074,47.6009,-122.011,5110,26319,1210000,True,False,90s
11506,3,1.5,1.0,0,4,4,7,98118,47.5168,-122.256,1780,7500,420000,False,True,50s
11507,3,1.0,1.0,0,0,4,7,98004,47.5822,-122.196,2220,8114,607000,True,False,50s
11508,4,1.75,2.0,0,0,3,8,98011,47.7603,-122.169,1990,9744,475000,True,False,80s
11509,2,1.75,1.0,0,0,5,7,98116,47.5628,-122.391,1250,5700,395000,True,True,<40s
11510,4,1.75,1.0,0,0,4,7,98004,47.5933,-122.195,2060,11325,650000,True,True,50s
11511,5,2.75,1.0,0,0,4,8,98027,47.48,-122.03,2160,66120,625000,True,True,60s
11512,3,3.0,2.0,0,0,3,10,98052,47.7183,-122.1,2640,25209,849000,True,False,90s
11513,3,1.5,1.0,0,0,3,8,98125,47.7102,-122.281,1920,8791,429950,True,True,50s
11514,3,2.5,2.0,0,0,3,9,98029,47.5489,-122.007,3080,5312,825000,True,True,00s
11515,2,1.0,1.0,0,0,4,7,98117,47.6781,-122.363,1480,5000,505000,True,False,<40s
11516,2,1.0,2.0,0,0,3,7,98053,47.6968,-122.025,1290,2628,265000,False,False,00s
11517,3,1.0,1.0,0,0,4,6,98056,47.5168,-122.204,1850,5565,283000,True,False,50s
11518,3,2.75,1.0,0,0,5,7,98074,47.6175,-122.065,1900,7500,560000,True,True,70s
11519,4,2.5,2.0,0,0,3,10,98074,47.6373,-122.042,2980,10615,765000,True,False,80s
11520,5,2.75,1.0,0,0,4,9,98006,47.5576,-122.186,3070,12378,610000,True,True,70s
11521,3,2.5,1.0,0,0,3,9,98033,47.6681,-122.184,2540,4616,589000,True,True,90s
11522,3,1.0,1.5,0,0,3,6,98168,47.4716,-122.262,1800,12672,192500,True,False,<40s
11523,3,3.25,1.0,0,4,3,11,98004,47.6205,-122.214,4060,13362,3200000,True,True,90s
11524,3,1.0,1.0,0,0,3,7,98115,47.6861,-122.296,1930,6120,550000,True,True,<40s
11525,2,1.5,1.5,0,0,4,8,98117,47.6871,-122.373,1540,5080,460000,True,True,<40s
11526,4,2.25,1.0,0,0,4,7,98023,47.314,-122.363,2110,11385,264500,True,True,60s
11527,3,1.0,1.0,0,0,3,6,98126,47.5194,-122.376,1340,1203,339000,True,True,40s
11528,4,3.5,3.0,0,0,3,9,98199,47.6416,-122.386,2130,5000,950000,True,False,90s
11529,3,1.75,1.0,0,0,3,8,98040,47.574,-122.21,2370,8604,677500,True,False,50s
11530,4,2.5,2.0,0,0,3,9,98074,47.6123,-122.006,2780,8344,690000,True,False,90s
11531,4,2.25,1.0,0,0,3,7,98031,47.4098,-122.189,1714,7200,312000,True,True,80s
11532,5,1.75,1.0,0,0,4,9,98040,47.5361,-122.217,3370,11617,840000,True,True,60s
11533,3,3.5,2.0,0,0,3,8,98038,47.35,-122.005,2080,5100,357500,False,False,00s
11534,3,1.5,1.0,0,2,4,7,98117,47.6962,-122.397,2180,6912,675000,True,True,<40s
11535,3,2.75,2.0,0,0,4,10,98023,47.3052,-122.34,2600,12070,515000,True,False,80s
11536,4,2.5,2.0,0,0,3,8,98029,47.5521,-121.999,1210,1090,491234,True,False,10s
11537,3,2.0,1.0,0,0,3,7,98038,47.3893,-122.051,1100,6360,290000,True,False,80s
11538,4,2.5,1.0,0,0,3,8,98052,47.6743,-122.145,2350,8605,490000,True,True,70s
11539,4,2.0,1.0,0,0,5,8,98005,47.5876,-122.172,2360,10696,810000,True,True,60s
11540,3,1.5,1.0,0,0,3,7,98166,47.4752,-122.345,1220,13066,252000,True,False,50s
11541,3,2.5,2.0,0,0,3,8,98001,47.2932,-122.283,2830,11505,299999,True,False,00s
11542,3,2.75,2.0,0,0,3,7,98108,47.5515,-122.324,960,5000,400000,True,False,90s
11543,5,2.0,1.5,0,0,5,7,98126,47.5207,-122.378,1380,6000,530000,True,True,<40s
11544,3,2.0,1.0,1,4,3,7,98198,47.3811,-122.325,2660,32625,357000,True,False,50s
11545,3,1.75,1.0,0,0,4,7,98103,47.6867,-122.352,1420,4000,365000,True,True,<40s
11546,4,2.5,2.0,0,0,3,9,98116,47.5634,-122.394,900,5060,804000,True,False,00s
11547,3,2.0,1.0,0,0,3,8,98119,47.6419,-122.368,1750,4560,808250,False,True,<40s
11548,4,2.5,2.0,0,0,3,7,98031,47.401,-122.171,2090,7259,360000,True,False,90s
11549,3,1.75,1.0,0,0,3,6,98042,47.3705,-122.15,1240,8137,240000,False,False,80s
11550,2,2.0,1.0,0,0,3,7,98011,47.7732,-122.172,1810,5035,335000,True,False,80s
11551,3,1.75,1.0,0,0,3,7,98166,47.4544,-122.351,1560,8100,380000,True,False,50s
11552,3,1.75,1.0,0,0,4,7,98019,47.7624,-121.93,1680,360000,350000,False,True,<40s
11553,3,1.0,1.0,0,0,3,7,98055,47.4848,-122.221,1160,14959,194000,True,False,60s
11554,3,1.0,1.0,0,0,3,6,98011,47.7636,-122.202,2090,8514,310000,True,True,<40s
11555,3,1.75,1.0,0,0,3,7,98014,47.6931,-121.921,1770,15337,315000,True,False,70s
11556,3,1.75,1.0,0,0,3,8,98023,47.3187,-122.39,1790,7488,258950,True,False,80s
11557,2,2.25,2.0,0,0,3,8,98112,47.6192,-122.301,1230,1064,479000,False,True,00s
11558,5,1.5,1.0,0,0,4,7,98033,47.6811,-122.169,1970,9750,510000,True,False,60s
11559,3,2.0,1.0,0,0,4,8,98072,47.74,-122.093,1670,13650,400000,True,False,60s
11560,4,3.5,2.0,0,0,3,11,98029,47.554,-122.036,3850,18054,1450000,True,True,00s
11561,5,2.0,1.5,0,0,4,7,98122,47.6044,-122.299,1810,4400,680000,True,True,<40s
11562,6,3.0,2.5,0,0,4,10,98112,47.6263,-122.312,3450,5760,1750000,True,False,<40s
11563,3,1.75,1.0,0,0,4,8,98030,47.373,-122.185,1200,8250,335000,True,True,60s
11564,5,2.5,1.0,0,0,5,8,98058,47.4462,-122.137,2360,9600,460000,True,True,70s
11565,4,2.25,1.0,0,0,3,8,98006,47.5443,-122.177,1850,9000,440000,True,True,60s
11566,2,2.0,1.0,0,0,3,8,98053,47.703,-122.015,1510,3876,412250,True,False,00s
11567,3,1.5,2.0,0,0,4,6,98002,47.3342,-122.215,1150,4500,185000,True,False,80s
11568,3,2.0,1.0,0,0,4,7,98003,47.3106,-122.325,1600,6720,286500,True,True,70s
11569,4,2.5,2.0,0,0,3,7,98038,47.367,-122.031,2610,6510,422000,True,False,00s
11570,3,2.25,2.0,0,0,3,9,98042,47.3507,-122.089,2800,37058,408000,False,False,80s
11571,2,1.0,1.0,0,2,4,7,98198,47.3985,-122.321,2580,10490,306500,True,False,40s
11572,4,2.5,2.0,0,0,3,8,98038,47.3451,-122.04,2610,5188,359900,True,False,00s
11573,3,2.5,2.0,0,0,3,8,98053,47.6319,-122.007,2480,6656,560000,True,False,00s
11574,3,1.0,1.0,0,0,3,6,98053,47.6625,-122.059,1250,17920,259875,False,False,60s
11575,3,1.0,1.0,0,0,3,6,98053,47.6625,-122.059,1250,17920,385000,False,False,60s
11576,1,1.0,1.0,0,0,3,4,98106,47.5181,-122.339,1100,9240,188000,True,False,40s
11577,4,3.25,1.5,0,0,3,8,98112,47.632,-122.29,3670,7350,1140000,True,True,<40s
11578,3,1.0,1.0,0,0,4,6,98045,47.4987,-121.781,1300,10094,255000,True,False,<40s
11579,4,2.75,2.0,0,0,3,9,98004,47.5866,-122.201,3060,14303,1190000,True,False,70s
11580,4,1.75,1.0,0,0,5,7,98117,47.6766,-122.368,1300,4240,635200,True,True,<40s
11581,3,1.75,2.0,0,0,3,7,98188,47.445,-122.285,1350,8714,355000,True,False,50s
11582,3,2.5,3.5,0,0,3,8,98105,47.6688,-122.279,1700,1721,544000,True,False,90s
11583,3,1.5,2.0,0,0,3,7,98144,47.5909,-122.297,1320,3002,402000,False,False,90s
11584,4,1.5,1.5,0,0,3,7,98199,47.6606,-122.397,1500,4000,575000,True,False,<40s
11585,3,1.75,1.0,0,0,4,7,98042,47.3819,-122.09,1580,9942,216000,False,False,70s
11586,4,3.5,2.0,0,0,3,11,98059,47.528,-122.132,4560,10589,1200000,True,False,00s
11587,4,3.25,2.0,0,4,3,9,98177,47.768,-122.388,2020,6656,850000,True,False,<40s
11588,3,2.0,2.0,0,0,3,7,98126,47.5445,-122.376,1360,1506,238000,True,True,00s
11589,4,1.75,1.5,0,0,3,8,98112,47.636,-122.302,1890,4400,625000,True,True,<40s
11590,5,3.25,2.0,0,0,4,8,98105,47.6645,-122.291,1620,4000,1110000,True,True,90s
11591,3,2.5,2.0,0,2,3,9,98136,47.5419,-122.383,1790,6099,820000,True,False,90s
11592,3,2.5,1.0,0,0,3,8,98108,47.5401,-122.3,2030,5092,355000,True,True,70s
11593,4,1.5,1.0,0,0,3,8,98125,47.726,-122.297,1830,7763,495000,True,True,50s
11594,5,2.5,2.0,0,0,4,11,98006,47.5455,-122.126,4670,37960,1300000,True,False,90s
11595,3,2.5,2.0,0,0,3,7,98144,47.5801,-122.306,1310,4000,398750,True,False,50s
11596,4,2.5,2.0,0,0,3,9,98052,47.7066,-122.101,3150,6442,835000,True,False,00s
11597,6,2.75,1.0,0,0,4,8,98005,47.636,-122.171,2060,10745,705000,True,True,60s
11598,4,1.5,2.0,0,0,4,8,98122,47.6024,-122.296,1830,5000,625000,True,False,<40s
11599,4,2.5,2.0,0,0,3,8,98074,47.6339,-122.022,2000,7151,550000,True,False,80s
11600,3,1.5,1.0,0,0,4,7,98126,47.5659,-122.376,1320,4000,540000,True,True,<40s
11601,2,1.0,1.0,0,0,4,7,98103,47.689,-122.347,1460,3150,519000,True,False,<40s
11602,4,2.5,2.0,0,0,3,7,98038,47.363,-122.034,1975,8538,311000,False,False,90s
11603,4,2.5,1.0,0,0,2,7,98023,47.3092,-122.376,1600,7600,305000,True,True,60s
11604,4,2.75,1.5,0,0,3,8,98058,47.4242,-122.181,2520,34986,395000,True,False,60s
11605,4,1.5,1.0,0,0,3,6,98198,47.3747,-122.306,1320,7684,275000,True,True,60s
11606,3,3.25,2.0,0,0,3,8,98029,47.5478,-122.005,1410,1375,450000,True,True,00s
11607,2,1.0,1.0,0,0,3,7,98133,47.7307,-122.332,1490,7622,324000,True,False,50s
11608,5,3.25,2.0,0,2,5,11,98199,47.6453,-122.41,2920,8609,2800000,True,True,<40s
11609,4,1.0,1.5,0,0,4,7,98103,47.6522,-122.348,1290,3360,565000,True,False,<40s
11610,4,1.75,2.0,0,0,4,7,98133,47.7456,-122.336,1720,7998,373000,True,False,50s
11611,2,2.0,1.5,0,1,4,8,98119,47.6402,-122.371,2160,4000,613000,True,False,<40s
11612,4,2.25,1.0,0,0,4,8,98072,47.7584,-122.143,2410,10584,614000,True,True,80s
11613,4,1.75,1.0,0,0,4,8,98006,47.5569,-122.172,2510,8931,595000,False,True,60s
11614,2,1.0,1.0,0,0,3,7,98074,47.634,-122.033,1280,10452,440000,False,True,80s
11615,3,1.5,1.0,0,3,3,8,98166,47.438,-122.349,2130,12412,425000,True,False,50s
11616,2,1.0,1.0,0,0,3,6,98115,47.6929,-122.318,1800,6380,407000,True,False,<40s
11617,3,1.5,1.0,0,0,4,7,98007,47.5897,-122.136,1390,9770,472000,True,False,50s
11618,3,2.5,3.0,0,0,3,8,98119,47.6381,-122.375,1180,2632,472000,False,False,00s
11619,5,2.75,1.0,0,3,4,9,98177,47.7606,-122.37,2940,23250,1250000,True,True,50s
11620,3,1.75,1.0,0,0,4,7,98126,47.5354,-122.378,1110,5201,412000,True,True,40s
11621,3,1.0,1.0,0,0,3,8,98117,47.6805,-122.369,1160,5000,717000,True,False,50s
11622,3,1.0,1.0,0,0,4,7,98008,47.6131,-122.123,1510,9000,425000,True,False,50s
11623,4,2.0,1.0,0,0,5,6,98166,47.4791,-122.347,1640,8200,299999,False,True,40s
11624,3,2.0,1.0,0,0,4,7,98038,47.3539,-122.054,1580,7480,254000,True,False,90s
11625,3,1.0,1.0,0,0,4,6,98001,47.2883,-122.272,1460,10643,178500,True,False,60s
11626,3,1.75,1.0,0,0,5,8,98119,47.6387,-122.363,1300,3600,800000,True,True,<40s
11627,3,1.0,1.0,0,0,4,6,98115,47.696,-122.319,1280,5623,420000,True,True,<40s
11628,2,1.0,1.0,0,0,3,7,98028,47.7486,-122.249,1870,12158,319900,True,False,<40s
11629,2,1.5,1.0,0,1,3,7,98125,47.7298,-122.286,1910,8145,350000,True,False,40s
11630,6,2.75,1.0,0,4,5,9,98075,47.5739,-122.069,2890,14060,968000,True,True,50s
11631,3,2.0,3.0,0,0,3,7,98107,47.6705,-122.39,1320,1306,491000,True,False,90s
11632,3,2.5,2.0,0,0,3,9,98075,47.5635,-122.032,3510,10588,948000,False,False,00s
11633,3,2.5,2.0,0,0,3,8,98117,47.6928,-122.399,1740,10240,900000,True,True,<40s
11634,3,1.75,1.0,0,0,4,7,98042,47.3516,-122.119,1650,9590,270000,True,True,70s
11635,3,1.5,1.0,0,0,3,7,98023,47.2927,-122.369,1430,8723,198000,False,True,70s
11636,2,1.0,1.0,0,0,3,7,98166,47.4594,-122.359,1220,8625,250000,True,False,50s
11637,4,2.5,2.0,0,0,3,8,98029,47.5526,-121.994,2170,3720,615000,True,False,00s
11638,3,2.5,2.0,0,0,3,8,98029,47.5723,-122.021,2210,7471,550000,True,False,80s
11639,2,2.5,2.0,0,0,3,7,98188,47.4606,-122.283,1370,2308,190000,False,False,80s
11640,4,2.25,1.0,0,0,3,8,98006,47.561,-122.126,2330,9934,629000,True,True,80s
11641,3,1.75,1.0,0,0,5,7,98028,47.7647,-122.263,1660,9489,434000,False,False,50s
11642,3,1.0,1.0,0,0,4,7,98126,47.5301,-122.381,1120,4166,415885,True,False,60s
11643,3,2.5,1.0,0,0,3,7,98105,47.6557,-122.327,1780,4000,550000,True,True,<40s
11644,1,0.75,1.0,0,1,3,7,98178,47.5078,-122.251,1560,5650,272000,True,True,90s
11645,3,2.5,2.0,0,0,3,10,98072,47.7377,-122.101,3060,35427,665000,True,False,80s
11646,3,2.0,1.0,0,0,5,7,98006,47.5421,-122.172,2120,6462,510000,True,False,70s
11647,3,2.0,1.0,0,0,4,8,98166,47.4695,-122.366,2100,15100,530000,True,True,60s
11648,3,1.0,1.0,0,0,3,7,98072,47.7452,-122.101,1960,15500,355000,True,False,60s
11649,4,1.0,1.0,0,0,3,7,98148,47.4258,-122.327,1260,9180,255000,True,False,50s
11650,4,2.75,2.0,0,0,3,10,98052,47.6481,-122.125,2980,9137,790000,True,False,80s
11651,5,1.75,2.0,0,0,5,8,98004,47.5945,-122.201,1840,9612,695000,True,False,50s
11652,2,2.0,1.0,0,0,2,7,98148,47.4351,-122.335,1130,9375,255000,True,False,50s
11653,3,2.25,1.5,0,0,3,7,98072,47.7477,-122.171,2140,7769,410000,True,True,80s
11654,4,2.75,1.0,0,0,4,7,98117,47.6952,-122.39,2300,8250,650000,True,True,<40s
11655,4,1.75,1.5,0,0,4,7,98103,47.6529,-122.334,1650,4200,675000,True,False,<40s
11656,2,2.5,2.0,0,0,3,8,98122,47.6018,-122.299,1350,3600,332888,True,True,00s
11657,3,1.75,1.0,0,0,4,7,98031,47.3915,-122.188,1950,7200,300000,True,True,70s
11658,4,1.5,1.0,0,0,4,7,98006,47.5704,-122.141,1380,11796,320000,True,False,50s
11659,5,2.25,1.0,0,0,4,7,98059,47.4922,-122.134,2100,10726,342500,False,True,60s
11660,4,2.5,2.0,0,0,3,9,98072,47.7432,-122.112,2280,36420,752875,True,False,90s
11661,5,3.5,2.0,0,3,3,10,98040,47.5665,-122.21,3360,17398,1730000,True,True,00s
11662,1,0.5,1.0,0,0,3,6,98126,47.5732,-122.372,1410,2992,255000,True,True,<40s
11663,3,2.5,2.0,0,0,3,7,98155,47.7651,-122.323,1360,8684,244000,True,False,90s
11664,5,3.25,2.0,0,2,3,10,98033,47.6898,-122.189,2070,10751,1420000,True,True,00s
11665,3,1.0,1.0,0,0,3,7,98168,47.4892,-122.306,1430,8986,218000,True,False,50s
11666,4,1.0,1.5,0,0,3,7,98155,47.7522,-122.307,1360,9519,359000,True,False,40s
11667,4,2.75,2.0,0,0,3,11,98059,47.522,-122.149,3830,12202,840000,True,False,00s
11668,5,3.75,2.0,0,0,3,9,98077,47.715,-122.065,4130,55321,900000,False,True,80s
11669,4,1.75,1.5,0,0,4,7,98042,47.3468,-122.11,1750,40946,205000,True,False,70s
11670,3,2.5,2.0,0,0,2,7,98042,47.3904,-122.165,1410,9000,205000,True,False,90s
11671,2,1.5,2.0,0,0,3,7,98108,47.5571,-122.299,2070,5505,500000,False,True,50s
11672,4,2.5,2.0,0,0,3,7,98059,47.4905,-122.14,2610,5403,510000,True,False,00s
11673,6,4.25,2.0,0,0,4,9,98077,47.7506,-122.012,4170,266587,1140000,True,True,00s
11674,4,2.25,2.0,0,0,3,7,98109,47.6313,-122.344,1910,3000,1550000,True,True,<40s
11675,3,1.5,1.0,0,0,3,6,98038,47.4446,-122.074,1616,61014,210000,True,False,50s
11676,3,1.75,1.0,0,0,3,8,98052,47.7112,-122.098,2910,34190,597500,True,True,80s
11677,2,1.0,1.5,0,0,3,6,98092,47.2592,-122.228,1580,101529,400000,True,False,<40s
11678,3,1.0,1.0,0,0,5,7,98155,47.7576,-122.318,1390,7359,412000,True,True,50s
11679,2,1.5,3.0,0,0,3,7,98133,47.7274,-122.357,1340,1756,299950,True,False,00s
11680,4,3.0,1.5,0,0,3,8,98105,47.6628,-122.326,1960,4284,1080000,True,True,<40s
11681,4,2.5,2.0,0,0,3,9,98031,47.3979,-122.212,2630,11237,422500,True,False,80s
11682,3,2.0,1.0,0,0,4,6,98033,47.6876,-122.168,1470,9750,410000,True,False,60s
11683,4,3.25,2.0,0,3,3,10,98144,47.5933,-122.292,2200,4800,1400000,True,True,<40s
11684,3,2.0,1.0,0,0,4,8,98023,47.3191,-122.385,1980,8000,245000,True,False,70s
11685,4,3.0,1.5,0,0,4,10,98011,47.7533,-122.205,3170,12937,720000,True,True,80s
11686,2,1.0,1.0,0,0,2,6,98118,47.5609,-122.279,1750,7200,315000,True,False,<40s
11687,2,2.5,2.0,0,0,3,7,98003,47.3081,-122.329,1390,2052,191950,False,False,80s
11688,4,2.5,2.0,0,0,3,8,98056,47.5108,-122.193,2260,5001,455000,True,False,00s
11689,3,1.5,1.5,0,0,3,8,98116,47.5755,-122.388,1700,4180,523000,True,False,<40s
11690,3,2.25,2.0,0,0,4,7,98002,47.311,-122.21,1230,6632,250000,True,False,<40s
11691,3,3.0,1.5,0,0,3,7,98055,47.4881,-122.199,1010,4120,294000,True,True,<40s
11692,3,2.25,1.0,0,0,3,8,98115,47.6955,-122.275,1680,7200,490000,True,True,60s
11693,4,1.0,1.0,0,0,3,7,98126,47.553,-122.37,1250,5750,310000,True,False,70s
11694,3,1.5,1.0,0,0,5,7,98022,47.2048,-121.999,1400,10489,265000,True,False,60s
11695,4,1.75,1.0,0,0,4,7,98052,47.6933,-122.116,1680,7650,402000,True,True,60s
11696,2,2.5,1.0,0,3,3,8,98022,47.2458,-122.002,2700,84942,705000,True,False,00s
11697,4,2.5,2.0,0,0,3,10,98038,47.353,-122.002,3190,7255,589450,False,False,00s
11698,3,1.5,1.0,0,0,3,7,98188,47.4482,-122.269,2120,12000,219950,True,False,60s
11699,3,2.25,2.0,0,0,4,8,98115,47.6741,-122.271,2240,7200,750000,True,True,70s
11700,2,1.75,1.0,0,0,4,7,98199,47.6531,-122.401,1650,6000,478000,True,True,<40s
11701,3,1.0,1.0,0,0,3,7,98188,47.4548,-122.29,1510,11460,170000,True,False,50s
11702,4,2.25,1.0,0,0,4,9,98092,47.3099,-122.116,2780,35365,489950,True,False,80s
11703,2,2.25,1.5,0,4,4,9,98117,47.6792,-122.404,2260,6851,1370000,True,True,<40s
11704,3,2.5,2.0,0,0,3,7,98038,47.3798,-122.025,1950,7000,319950,True,False,90s
11705,2,1.0,1.0,0,0,3,5,98108,47.5292,-122.316,830,5000,208417,True,False,<40s
11706,4,2.0,1.0,0,0,3,6,98117,47.6767,-122.38,1230,5100,410000,True,True,<40s
11707,4,2.75,1.0,0,3,3,7,98125,47.7081,-122.276,2450,6014,590000,True,True,60s
11708,3,1.75,1.0,0,0,5,8,98006,47.553,-122.174,2270,8800,648000,True,False,60s
11709,3,2.5,2.0,0,0,3,8,98092,47.2624,-122.221,1720,6211,255000,False,False,90s
11710,4,2.75,2.0,0,0,3,8,98072,47.7751,-122.168,2190,3619,465000,False,False,00s
11711,4,1.75,1.0,0,0,5,8,98006,47.56,-122.181,2230,14400,622000,True,True,50s
11712,3,1.75,1.0,0,0,3,7,98030,47.3745,-122.224,1630,7650,306000,True,False,90s
11713,3,2.5,2.0,0,0,4,7,98199,47.657,-122.393,1230,5500,617000,True,False,40s
11714,3,1.75,1.0,0,0,4,7,98125,47.7137,-122.307,1230,8040,438750,True,False,40s
11715,4,3.0,2.0,0,0,3,9,98109,47.6314,-122.353,2410,4995,1280000,True,True,<40s
11716,5,3.25,2.0,0,2,3,9,98177,47.7764,-122.385,2520,8214,995000,True,True,70s
11717,4,2.5,2.0,0,4,5,12,98177,47.7282,-122.372,3810,74487,1580000,True,False,40s
11718,5,2.75,1.5,0,0,3,7,98117,47.6806,-122.388,1790,5500,635000,True,True,<40s
11719,3,1.0,1.0,0,0,4,7,98031,47.39,-122.166,1290,8316,215000,True,False,60s
11720,3,2.5,3.0,0,0,3,7,98115,47.6776,-122.324,1360,1124,530000,True,True,00s
11721,2,1.0,1.0,0,0,4,6,98106,47.5245,-122.354,1000,6100,295000,True,False,40s
11722,3,2.25,1.0,0,0,3,7,98032,47.3593,-122.289,1460,7210,245000,True,True,80s
11723,6,2.5,1.0,0,0,4,8,98058,47.4379,-122.146,2690,16038,400000,True,True,60s
11724,3,2.75,2.0,0,0,4,8,98022,47.1928,-122.01,1850,8651,303000,False,False,90s
11725,3,1.75,1.5,0,0,4,7,98024,47.5695,-121.902,1160,9675,330000,True,False,60s
11726,3,1.75,2.0,0,3,3,9,98028,47.7439,-122.262,2880,11340,700000,True,False,70s
11727,1,1.0,1.0,0,0,3,5,98055,47.4865,-122.197,1090,4930,126000,True,False,<40s
11728,4,1.0,1.5,0,0,3,7,98005,47.6488,-122.153,2880,40510,850000,True,False,50s
11729,3,2.0,1.0,0,0,4,7,98034,47.7243,-122.185,1800,8344,405000,True,False,60s
11730,6,4.5,2.0,0,0,3,8,98103,47.6883,-122.335,1860,4400,869900,True,True,80s
11731,3,1.75,1.0,0,2,3,8,98126,47.5412,-122.377,1310,6028,485000,True,False,50s
11732,2,2.0,2.0,0,0,3,8,98122,47.6181,-122.302,1340,1317,400000,True,True,00s
11733,3,2.5,2.0,0,0,3,7,98038,47.386,-122.047,3050,3848,299950,True,False,10s
11734,4,2.5,2.0,0,0,3,8,98034,47.733,-122.225,2270,8900,585000,True,False,90s
11735,4,2.0,2.0,0,0,3,7,98115,47.6929,-122.321,1510,5413,495000,True,True,<40s
11736,5,4.5,2.0,0,0,3,12,98029,47.5457,-121.991,4850,15017,2200000,True,True,00s
11737,3,2.25,2.0,0,0,3,7,98074,47.6273,-122.059,1530,9758,447000,True,False,80s
11738,3,1.0,1.0,0,0,4,7,98092,47.312,-122.183,1320,8415,206000,False,False,60s
11739,3,1.0,1.0,0,0,3,7,98116,47.5627,-122.383,1090,4600,500000,True,True,<40s
11740,4,2.5,2.0,0,0,3,8,98030,47.3585,-122.191,1850,6031,302500,True,False,90s
11741,4,4.25,2.0,0,3,3,9,98052,47.6406,-122.101,2840,11308,1250000,True,True,80s
11742,2,1.0,1.0,0,0,3,6,98117,47.6966,-122.368,1690,5993,391000,True,False,40s
11743,3,2.0,2.0,0,0,3,7,98038,47.3784,-122.046,1480,6286,250000,True,False,80s
11744,4,2.5,2.0,0,0,3,7,98059,47.4891,-122.149,2440,5090,435000,False,False,00s
11745,4,2.25,1.0,0,0,3,7,98055,47.4874,-122.223,2400,10000,160000,True,True,60s
11746,5,3.0,1.0,0,0,3,7,98155,47.7508,-122.322,1940,9450,451000,True,True,00s
11747,2,1.0,1.0,0,0,5,6,98168,47.4882,-122.325,1090,7158,206000,True,False,40s
11748,4,2.75,2.0,0,0,4,7,98116,47.5785,-122.402,1830,5000,590000,True,True,<40s
11749,3,2.5,2.0,0,0,4,9,98074,47.621,-122.03,2360,15000,695000,True,True,80s
11750,3,1.5,1.0,0,0,5,7,98031,47.394,-122.202,1550,8000,350000,False,False,50s
11751,5,3.5,2.0,0,0,3,10,98199,47.6423,-122.394,2060,4640,1240000,True,True,00s
11752,6,2.25,1.0,0,0,4,7,98072,47.7476,-122.087,1790,11200,395000,True,True,60s
11753,5,3.0,2.0,0,0,3,7,98178,47.5049,-122.239,1440,6710,419000,True,False,90s
11754,2,2.0,1.0,0,0,3,8,98053,47.709,-122.017,2165,6262,592350,True,False,00s
11755,5,3.25,2.0,0,0,3,9,98027,47.5366,-122.067,3310,6006,855000,True,True,00s
11756,4,2.5,2.0,0,0,3,9,98033,47.6893,-122.197,2650,7800,771000,True,False,90s
11757,3,2.25,1.0,0,3,4,7,98022,47.2377,-122.016,1570,220849,325000,False,False,60s
11758,5,3.25,2.0,0,0,5,9,98112,47.6341,-122.304,3050,5850,1850000,True,True,<40s
11759,4,1.75,1.0,0,0,4,7,98116,47.5693,-122.391,1780,6350,545000,True,True,50s
